#tag	inventid	itemid	flamename	activatable	flameid	bodypartname	setname	active	setid	sale	price	
INVITEM	5457808	1425	0	1	0	0	0	0	0	0	0	
INVITEM	5436950	1424	0	1	0	0	0	0	0	0	0	
INVITEM	5434442	1413	0	1	0	0	0	0	0	0	0	
INVITEM	1168902	1416	0	1	0	0	0	0	1342323	0	0	
INVITEM	5434441	1410	0	1	0	0	0	0	0	0	0	
INVITEM	1239862	1415	0	1	0	0	0	0	1342323	0	0	
INVITEM	3304886	1567	0	1	0	0	0	1	0	0	0	
INVITEM	5205170	1567	0	1	0	0	0	0	0	0	0	
INVITEM	5262438	44	0	1	0	0	0	1	0	0	0	
INVITEM	4056698	272	0	1	0	0	0	0	0	0	1000	
INVITEM	5128300	2208	0	1	0	0	0	0	0	0	0	
INVITEM	5437261	2816	0	1	0	Head	0	0	0	0	0	
INVITEM	5437241	2860	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437245	2864	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437256	2874	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437248	2859	0	1	0	0	0	1	5437240	0	0	
INVITEM	5437244	2863	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437255	2873	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437257	2875	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437251	2869	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437253	2871	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437246	2865	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437242	2861	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437250	2868	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437252	2870	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437247	2866	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437249	2867	0	1	0	0	0	0	5437240	0	0	
INVITEM	5437243	2862	0	1	0	0	0	1	5437240	0	0	
INVITEM	5437254	2872	0	1	0	0	0	0	5437240	0	0	
INVITEM	5260304	2743	0	1	0	Head	0	0	5260303	0	0	
INVITEM	5260305	2742	0	1	0	Head	0	0	5260303	0	0	
INVITEM	5011761	2464	0	1	0	Breast	0	0	5011760	0	0	
INVITEM	5011762	2465	0	1	0	Chest	0	0	5011760	0	0	
INVITEM	5011763	2467	0	1	0	Groin	0	0	5011760	0	0	
INVITEM	5011764	2463	0	1	0	Head	0	0	5011760	0	0	
INVITEM	5011765	2469	0	1	0	Left Biceps	0	0	5011760	0	0	
INVITEM	5011766	2476	0	1	0	Left Butt	0	0	5011760	0	0	
INVITEM	5011767	2482	0	1	0	Left Foot	0	0	5011760	0	0	
INVITEM	5011768	2470	0	1	0	Left Triceps	0	0	5011760	0	0	
INVITEM	5011769	2474	0	1	0	Left Hand	0	0	5011760	0	0	
INVITEM	5011770	2468	0	1	0	Left Pecs	0	0	5011760	0	0	
INVITEM	5011771	2480	0	1	0	Left Leg	0	0	5011760	0	0	
INVITEM	5011772	2478	0	1	0	Left Thigh	0	0	5011760	0	0	
INVITEM	5011773	2472	0	1	0	Right Biceps	0	0	5011760	0	0	
INVITEM	5011774	2477	0	1	0	Right Butt	0	0	5011760	0	0	
INVITEM	5011775	2483	0	1	0	Right Foot	0	0	5011760	0	0	
INVITEM	5011776	2473	0	1	0	Right Triceps	0	0	5011760	0	0	
INVITEM	5011777	2475	0	1	0	Right Hand	0	0	5011760	0	0	
INVITEM	5011778	2471	0	1	0	Right Pecs	0	0	5011760	0	0	
INVITEM	5011779	2481	0	1	0	Right Leg	0	0	5011760	0	0	
INVITEM	5011780	2479	0	1	0	Right Thigh	0	0	5011760	0	0	
INVITEM	5011781	2466	0	1	0	Stomach	0	0	5011760	0	0	
INVITEM	5421016	1750	0	1	0	0	0	0	0	0	0	
INVITEM	5287060	2145	0	1	0	Head	0	0	0	0	0	
INVITEM	4999515	2454	0	1	0	Head	0	0	0	0	0	
INVITEM	5285265	522	0	1	0	0	0	0	0	0	1	
INVITEM	5027066	812	0	1	0	0	0	0	0	0	0	
INVITEM	4040781	820	0	1	0	0	0	0	0	0	2000	
INVITEM	5028292	271	0	1	0	0	0	1	0	0	0	
INVITEM	5287335	2753	0	1	0	Head	0	0	0	0	0	
INVITEM	5042232	2514	0	1	0	Chest	0	0	5042231	0	0	
INVITEM	5205191	2514	0	1	0	Chest	0	0	0	0	0	
INVITEM	5042233	2513	0	1	0	Head	0	0	5042231	0	0	
INVITEM	5042234	2515	0	1	0	Left Biceps	0	0	5042231	0	0	
INVITEM	5042235	2516	0	1	0	Left Foot	0	0	5042231	0	0	
INVITEM	5042236	2524	0	1	0	Left Leg	0	0	5042231	0	0	
INVITEM	5042237	2522	0	1	0	Left Thigh	0	0	5042231	0	0	
INVITEM	5042238	2517	0	1	0	Right Biceps	0	0	5042231	0	0	
INVITEM	5042239	2520	0	1	0	Right Foot	0	0	5042231	0	0	
INVITEM	5042240	2519	0	1	0	Right Leg	0	0	5042231	0	0	
INVITEM	5042241	2521	0	1	0	Right Thigh	0	0	5042231	0	0	
INVITEM	5042242	2518	0	1	0	Right Triceps	0	0	5042231	0	0	
INVITEM	5205189	2518	0	1	0	Right Triceps	0	0	0	0	0	
INVITEM	5042243	2523	0	1	0	Stomach	0	0	5042231	0	0	
INVITEM	5205192	2523	0	1	0	Stomach	0	0	0	0	0	
INVITEM	1472358	1744	0	1	0	0	0	0	1342323	0	0	
INVITEM	3539594	71	0	1	0	0	0	0	1342323	0	0	
INVITEM	3533874	223	0	1	0	0	0	0	1342323	0	0	
INVITEM	3533875	248	0	1	0	0	0	0	1342323	0	0	
INVITEM	3533876	277	0	1	0	0	0	1	1342323	0	0	
INVITEM	3533873	201	0	1	0	0	0	0	1342323	0	0	
INVITEM	3533881	464	0	1	0	0	0	1	1342323	0	0	
INVITEM	5260306	1997	0	1	0	Breast	0	0	5260303	0	0	
INVITEM	5433776	2821	0	1	0	Abs	0	0	5433771	0	0	
INVITEM	5433761	2819	0	1	0	Breast	0	0	0	0	0	
INVITEM	5433774	2819	0	1	0	Breast	0	0	5433771	0	0	
INVITEM	5433775	2820	0	1	0	Chest	0	0	5433771	0	0	
INVITEM	5433810	2856	0	1	0	Groin	0	0	5433771	0	0	
INVITEM	5433760	2817	0	1	0	Head	0	0	0	0	0	
INVITEM	5433772	2817	0	1	0	Head	0	0	5433771	0	0	
INVITEM	5433759	2822	0	1	0	Left Ankle	0	0	0	0	0	
INVITEM	5433777	2822	0	1	0	Left Ankle	0	0	5433771	0	0	
INVITEM	5433778	2823	0	1	0	Left Axilla	0	0	5433771	0	0	
INVITEM	5433795	2841	0	1	0	Left Biceps	0	0	5433771	0	0	
INVITEM	5433779	2824	0	1	0	Left Elbow	0	0	5433771	0	0	
INVITEM	5433796	2842	0	1	0	Left Foot	0	0	5433771	0	0	
INVITEM	5433780	2825	0	1	0	Left Glute	0	0	5433771	0	0	
INVITEM	5433797	2843	0	1	0	Left Hand	0	0	5433771	0	0	
INVITEM	5433781	2826	0	1	0	Left Hip	0	0	5433771	0	0	
INVITEM	5433782	2827	0	1	0	Left Knee	0	0	5433771	0	0	
INVITEM	5433798	2844	0	1	0	Left Leg	0	0	5433771	0	0	
INVITEM	5433799	2845	0	1	0	Left Pecs	0	0	5433771	0	0	
INVITEM	5433783	2828	0	1	0	Left Shulder	0	0	5433771	0	0	
INVITEM	5433800	2846	0	1	0	Left Thigh	0	0	5433771	0	0	
INVITEM	5433801	2847	0	1	0	Left Triceps	0	0	5433771	0	0	
