#tag	itemid	bodyid	colorid	alpha	dynamic	partless	upgrade_level	textured	upgrade_level_name	
OBJ	1972	0	28	255	1	1	0	1		
OBJ	0	1	3	350	0	0	0	1		
OBJ	1974	0	128	255	0	0	0	0		
OBJ	1975	4	92	253	1	0	0	1		
OBJ	1977	0	10	255	0	0	0	0		
OBJ	1978	0	31	255	0	0	0	0		
OBJ	1979	0	2	255	0	0	0	1		
OBJ	1980	0	0	255	0	0	0	1		
OBJ	1981	20	0	255	0	1	0	1		
OBJ	1982	19	0	255	0	1	0	1		
OBJ	1983	12	0	255	0	1	0	1		
OBJ	1984	11	0	255	0	1	0	1		
OBJ	1985	0	0	255	1	0	0	1		
OBJ	1986	0	0	255	0	0	0	1		
OBJ	1991	0	30	255	0	0	0	1		
OBJ	1992	8	0	255	0	0	0	1		
OBJ	1993	0	0	255	0	0	0	1		
OBJ	1994	0	50	255	0	0	0	1		
OBJ	1995	0	9	255	0	0	0	0		
OBJ	1996	1	0	255	0	0	0	1		
OBJ	1997	1	0	255	0	0	0	1		
OBJ	2000	0	0	255	0	0	0	1		
OBJ	2001	9	50	255	0	0	0	1		
OBJ	2003	9	50	255	0	0	0	1		
OBJ	2004	0	50	255	0	0	0	1		
OBJ	2005	20	50	255	0	0	0	1		
OBJ	2006	19	50	255	0	0	0	1		
OBJ	2009	0	0	255	0	0	0	1		
OBJ	2010	3	0	255	0	0	0	1		
OBJ	1920	0	85	255	0	0	0	0		
OBJ	2013	16	0	255	0	0	0	1		
OBJ	2014	0	0	255	0	0	0	1		
OBJ	2016	0	0	255	1	0	0	1		
OBJ	2017	9	0	255	0	0	0	0		
OBJ	2018	0	0	255	0	0	0	1		
OBJ	2019	10	50	255	0	0	0	1		
OBJ	2020	0	50	255	0	0	0	1		
OBJ	2021	0	0	255	0	0	0	1		
OBJ	2022	0	50	255	0	0	0	1		
OBJ	2023	0	50	255	0	0	0	1		
OBJ	2024	0	50	255	0	0	0	1		
OBJ	2025	0	50	255	0	0	0	1		
OBJ	2026	0	50	255	0	0	0	1		
OBJ	2027	0	50	255	0	0	0	1		
OBJ	2030	0	0	255	0	0	0	1		
OBJ	2029	0	0	255	0	0	0	1		
OBJ	2028	0	0	255	0	1	0	1		
OBJ	2031	21	0	255	0	0	0	1		
OBJ	2039	0	50	255	1	0	0	1		
OBJ	2040	0	50	255	1	0	0	1		
OBJ	2041	0	0	255	0	1	0	1		
OBJ	2044	0	9	255	0	0	0	0		
OBJ	2045	0	0	255	0	0	0	1		
OBJ	2046	1	0	255	0	0	0	1		
OBJ	2047	0	0	255	0	0	0	1		
OBJ	2048	0	0	255	0	0	0	1		
OBJ	2049	19	0	255	0	0	0	1		
OBJ	2050	20	0	255	0	0	0	1		
OBJ	2051	0	0	255	0	0	0	1		
OBJ	2053	0	0	255	0	0	0	1		
OBJ	2055	10	0	255	0	0	0	1		
OBJ	2054	7	0	255	0	0	0	1		
OBJ	2057	0	0	255	0	0	0	1		
OBJ	2058	0	50	255	0	0	0	1		
OBJ	2059	9	50	255	0	0	0	1		
OBJ	2098	0	50	255	0	0	0	1		
OBJ	2100	0	0	255	0	0	0	1		
OBJ	2101	0	0	255	0	0	0	1		
OBJ	2102	12	0	220	0	0	0	1		
OBJ	2103	0	0	255	0	1	0	1		
OBJ	2104	0	0	255	0	0	0	1		
OBJ	2105	0	0	255	0	0	0	1		
OBJ	2106	0	0	255	0	0	0	1		
OBJ	2107	0	0	255	0	0	0	1		
OBJ	2108	0	0	255	0	0	0	1		
OBJ	2109	0	0	255	0	0	0	1		
OBJ	2110	12	0	255	0	0	0	1		
OBJ	2111	11	0	255	0	0	0	1		
OBJ	2112	0	0	255	0	0	0	1		
OBJ	2113	0	0	255	0	0	0	1		
OBJ	2114	4	30	255	0	0	0	0		
OBJ	2115	20	0	255	0	1	0	1		
OBJ	2116	19	0	255	0	1	0	1		
OBJ	2117	0	0	255	0	0	0	1		
OBJ	2118	9	0	255	0	0	0	1		
OBJ	2119	6	0	255	0	0	0	1		
OBJ	2120	12	0	255	1	1	0	1		
OBJ	2121	11	0	255	1	1	0	1		
OBJ	2122	0	0	255	1	0	0	1		
OBJ	2123	0	0	255	0	0	0	1		
OBJ	2124	0	0	255	0	0	0	1		
OBJ	2125	0	0	255	0	0	0	1		
OBJ	2126	0	0	255	0	0	0	1		
OBJ	2127	10	0	255	0	0	0	1		
OBJ	2128	7	0	255	0	0	0	1		
OBJ	2129	4	0	255	0	0	0	1		
OBJ	2131	0	0	255	0	0	0	1		
OBJ	2132	0	0	255	0	0	0	1		
OBJ	2133	0	0	255	0	1	0	1		
OBJ	2134	0	0	255	0	0	0	1		
